?SNDlib native format; type: network; version: 1.0
# network germany50

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  Aachen ( 6.04 50.76 )
  Augsburg ( 10.90 48.33 )
  Bayreuth ( 11.59 49.93 )
  Berlin ( 13.39 52.52 )
  Bielefeld ( 8.50 52.04 )
  Braunschweig ( 10.55 52.28 )
  Bremen ( 8.85 53.11 )
  Bremerhaven ( 8.58 53.54 )
  Chemnitz ( 12.93 50.84 )
  Darmstadt ( 8.65 49.89 )
  Dortmund ( 7.45 51.51 )
  Dresden ( 13.73 51.03 )
  Duesseldorf ( 6.77 51.25 )
  Erfurt ( 11.04 50.98 )
  Essen ( 7.02 51.46 )
  Flensburg ( 9.45 54.77 )
  Frankfurt ( 8.71 50.12 )
  Freiburg ( 7.80 47.98 )
  Fulda ( 9.69 50.56 )
  Giessen ( 8.67 50.57 )
  Greifswald ( 13.40 54.09 )
  Hamburg ( 9.99 53.57 )
  Hannover ( 9.72 52.38 )
  Kaiserslautern ( 7.75 49.43 )
  Karlsruhe ( 8.41 49.01 )
  Kassel ( 9.51 51.32 )
  Kempten ( 10.32 47.72 )
  Kiel ( 10.12 54.34 )
  Koblenz ( 7.52 50.40 )
  Koeln ( 6.87 50.94 )
  Konstanz ( 9.18 47.66 )
  Leipzig ( 12.38 51.34 )
  Magdeburg ( 11.64 52.14 )
  Mannheim ( 8.49 49.49 )
  Muenchen ( 11.57 48.15 )
  Muenster ( 7.60 51.97 )
  Norden ( 7.21 53.60 )
  Nuernberg ( 11.03 49.57 )
  Oldenburg ( 8.21 53.11 )
  Osnabrueck ( 8.03 52.28 )
  Passau ( 13.46 48.57 )
  Regensburg ( 12.09 49.00 )
  Saarbruecken ( 7.03 49.23 )
  Schwerin ( 11.45 53.55 )
  Siegen ( 8.03 50.91 )
  Stuttgart ( 9.10 48.74 )
  Trier ( 6.68 49.75 )
  Ulm ( 9.99 48.40 )
  Wesel ( 6.37 51.39 )
  Wuerzburg ( 9.97 49.78 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
  L77 ( Freiburg Konstanz ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L78 ( Kempten Konstanz ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L79 ( Augsburg Muenchen ) 0.00 0.00 0.00 0.00 ( 40.00 3290.00 )
  L80 ( Kempten Muenchen ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L81 ( Passau Muenchen ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L82 ( Nuernberg Muenchen ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L83 ( Regensburg Muenchen ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L84 ( Wuerzburg Augsburg ) 0.00 0.00 0.00 0.00 ( 40.00 4150.00 )
  L85 ( Regensburg Passau ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L86 ( Bayreuth Nuernberg ) 0.00 0.00 0.00 0.00 ( 40.00 3290.00 )
  L87 ( Wuerzburg Nuernberg ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L88 ( Regensburg Nuernberg ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  Essen_Duesseldorf ( Essen Duesseldorf ) 1 34.00 UNLIMITED
  Essen_Koeln ( Essen Koeln ) 1 9.00 UNLIMITED
  Essen_Dortmund ( Essen Dortmund ) 1 9.00 UNLIMITED
  Essen_Aachen ( Essen Aachen ) 1 2.00 UNLIMITED
  Essen_Muenster ( Essen Muenster ) 1 2.00 UNLIMITED
  Essen_Koblenz ( Essen Koblenz ) 1 2.00 UNLIMITED
  Essen_Siegen ( Essen Siegen ) 1 2.00 UNLIMITED
  Essen_Wesel ( Essen Wesel ) 1 2.00 UNLIMITED
  Essen_Berlin ( Essen Berlin ) 1 2.00 UNLIMITED
  Essen_Leipzig ( Essen Leipzig ) 1 2.00 UNLIMITED
  Essen_Dresden ( Essen Dresden ) 1 2.00 UNLIMITED
  Essen_Erfurt ( Essen Erfurt ) 1 2.00 UNLIMITED
  Essen_Chemnitz ( Essen Chemnitz ) 1 2.00 UNLIMITED
  Essen_Schwerin ( Essen Schwerin ) 1 2.00 UNLIMITED
  Essen_Magdeburg ( Essen Magdeburg ) 1 2.00 UNLIMITED
  Essen_Hamburg ( Essen Hamburg ) 1 2.00 UNLIMITED
  Essen_Bremen ( Essen Bremen ) 1 2.00 UNLIMITED
  Essen_Kiel ( Essen Kiel ) 1 2.00 UNLIMITED
  Essen_Norden ( Essen Norden ) 1 2.00 UNLIMITED
  Essen_Hannover ( Essen Hannover ) 1 2.00 UNLIMITED
  Essen_Bielefeld ( Essen Bielefeld ) 1 2.00 UNLIMITED
  Essen_Osnabrueck ( Essen Osnabrueck ) 1 2.00 UNLIMITED
  Essen_Frankfurt ( Essen Frankfurt ) 1 2.00 UNLIMITED
  Essen_Darmstadt ( Essen Darmstadt ) 1 2.00 UNLIMITED
  Essen_Mannheim ( Essen Mannheim ) 1 2.00 UNLIMITED
  Essen_Saarbruecken ( Essen Saarbruecken ) 1 2.00 UNLIMITED
  Essen_Stuttgart ( Essen Stuttgart ) 1 2.00 UNLIMITED
  Essen_Karlsruhe ( Essen Karlsruhe ) 1 2.00 UNLIMITED
  Essen_Muenchen ( Essen Muenchen ) 1 2.00 UNLIMITED
  Essen_Augsburg ( Essen Augsburg ) 1 2.00 UNLIMITED
  Essen_Nuernberg ( Essen Nuernberg ) 1 2.00 UNLIMITED
  Essen_Wuerzburg ( Essen Wuerzburg ) 1 2.00 UNLIMITED
  Duesseldorf_Koeln ( Duesseldorf Koeln ) 1 76.00 UNLIMITED
  Duesseldorf_Dortmund ( Duesseldorf Dortmund ) 1 25.00 UNLIMITED
  Duesseldorf_Aachen ( Duesseldorf Aachen ) 1 3.00 UNLIMITED
  Duesseldorf_Muenster ( Duesseldorf Muenster ) 1 6.00 UNLIMITED
  Duesseldorf_Koblenz ( Duesseldorf Koblenz ) 1 2.00 UNLIMITED
  Duesseldorf_Siegen ( Duesseldorf Siegen ) 1 2.00 UNLIMITED
  Duesseldorf_Wesel ( Duesseldorf Wesel ) 1 5.00 UNLIMITED
  Duesseldorf_Berlin ( Duesseldorf Berlin ) 1 4.00 UNLIMITED
  Duesseldorf_Leipzig ( Duesseldorf Leipzig ) 1 2.00 UNLIMITED
  Duesseldorf_Dresden ( Duesseldorf Dresden ) 1 2.00 UNLIMITED
  Duesseldorf_Erfurt ( Duesseldorf Erfurt ) 1 2.00 UNLIMITED
  Duesseldorf_Schwerin ( Duesseldorf Schwerin ) 1 2.00 UNLIMITED
  Duesseldorf_Magdeburg ( Duesseldorf Magdeburg ) 1 2.00 UNLIMITED
  Duesseldorf_Greifswald ( Duesseldorf Greifswald ) 1 2.00 UNLIMITED
  Duesseldorf_Hamburg ( Duesseldorf Hamburg ) 1 15.00 UNLIMITED
  Duesseldorf_Bremen ( Duesseldorf Bremen ) 1 2.00 UNLIMITED
  Duesseldorf_Kiel ( Duesseldorf Kiel ) 1 2.00 UNLIMITED
  Duesseldorf_Oldenburg ( Duesseldorf Oldenburg ) 1 2.00 UNLIMITED
  Duesseldorf_Flensburg ( Duesseldorf Flensburg ) 1 2.00 UNLIMITED
  Duesseldorf_Bremerhaven ( Duesseldorf Bremerhaven ) 1 2.00 UNLIMITED
  Duesseldorf_Norden ( Duesseldorf Norden ) 1 2.00 UNLIMITED
  Duesseldorf_Hannover ( Duesseldorf Hannover ) 1 19.00 UNLIMITED
  Duesseldorf_Bielefeld ( Duesseldorf Bielefeld ) 1 4.00 UNLIMITED
  Duesseldorf_Braunschweig ( Duesseldorf Braunschweig ) 1 2.00 UNLIMITED
  Duesseldorf_Osnabrueck ( Duesseldorf Osnabrueck ) 1 2.00 UNLIMITED
  Duesseldorf_Kassel ( Duesseldorf Kassel ) 1 2.00 UNLIMITED
  Duesseldorf_Frankfurt ( Duesseldorf Frankfurt ) 1 33.00 UNLIMITED
  Duesseldorf_Darmstadt ( Duesseldorf Darmstadt ) 1 2.00 UNLIMITED
  Duesseldorf_Mannheim ( Duesseldorf Mannheim ) 1 2.00 UNLIMITED
  Duesseldorf_Giessen ( Duesseldorf Giessen ) 1 2.00 UNLIMITED
  Duesseldorf_Trier ( Duesseldorf Trier ) 1 2.00 UNLIMITED
  Duesseldorf_Fulda ( Duesseldorf Fulda ) 1 2.00 UNLIMITED
  Duesseldorf_Saarbruecken ( Duesseldorf Saarbruecken ) 1 2.00 UNLIMITED
  Duesseldorf_Stuttgart ( Duesseldorf Stuttgart ) 1 5.00 UNLIMITED
  Duesseldorf_Karlsruhe ( Duesseldorf Karlsruhe ) 1 2.00 UNLIMITED
  Duesseldorf_Ulm ( Duesseldorf Ulm ) 1 2.00 UNLIMITED
  Duesseldorf_Freiburg ( Duesseldorf Freiburg ) 1 2.00 UNLIMITED
  Duesseldorf_Muenchen ( Duesseldorf Muenchen ) 1 4.00 UNLIMITED
  Duesseldorf_Augsburg ( Duesseldorf Augsburg ) 1 2.00 UNLIMITED
  Duesseldorf_Nuernberg ( Duesseldorf Nuernberg ) 1 2.00 UNLIMITED
  Duesseldorf_Wuerzburg ( Duesseldorf Wuerzburg ) 1 2.00 UNLIMITED
  Duesseldorf_Regensburg ( Duesseldorf Regensburg ) 1 2.00 UNLIMITED
  Koeln_Dortmund ( Koeln Dortmund ) 1 13.00 UNLIMITED
  Koeln_Aachen ( Koeln Aachen ) 1 10.00 UNLIMITED
  Koeln_Muenster ( Koeln Muenster ) 1 2.00 UNLIMITED
  Koeln_Koblenz ( Koeln Koblenz ) 1 5.00 UNLIMITED
  Koeln_Siegen ( Koeln Siegen ) 1 4.00 UNLIMITED
  Koeln_Wesel ( Koeln Wesel ) 1 2.00 UNLIMITED
  Koeln_Berlin ( Koeln Berlin ) 1 11.00 UNLIMITED
  Koeln_Leipzig ( Koeln Leipzig ) 1 3.00 UNLIMITED
  Koeln_Dresden ( Koeln Dresden ) 1 2.00 UNLIMITED
  Koeln_Erfurt ( Koeln Erfurt ) 1 2.00 UNLIMITED
  Koeln_Chemnitz ( Koeln Chemnitz ) 1 2.00 UNLIMITED
  Koeln_Schwerin ( Koeln Schwerin ) 1 2.00 UNLIMITED
  Koeln_Magdeburg ( Koeln Magdeburg ) 1 2.00 UNLIMITED
  Koeln_Hamburg ( Koeln Hamburg ) 1 5.00 UNLIMITED
  Koeln_Bremen ( Koeln Bremen ) 1 2.00 UNLIMITED
  Koeln_Kiel ( Koeln Kiel ) 1 2.00 UNLIMITED
  Koeln_Oldenburg ( Koeln Oldenburg ) 1 2.00 UNLIMITED
  Koeln_Bremerhaven ( Koeln Bremerhaven ) 1 2.00 UNLIMITED
  Koeln_Norden ( Koeln Norden ) 1 2.00 UNLIMITED
  Koeln_Hannover ( Koeln Hannover ) 1 12.00 UNLIMITED
  Koeln_Bielefeld ( Koeln Bielefeld ) 1 2.00 UNLIMITED
  Koeln_Braunschweig ( Koeln Braunschweig ) 1 2.00 UNLIMITED
  Koeln_Osnabrueck ( Koeln Osnabrueck ) 1 2.00 UNLIMITED
  Koeln_Kassel ( Koeln Kassel ) 1 2.00 UNLIMITED
  Koeln_Frankfurt ( Koeln Frankfurt ) 1 28.00 UNLIMITED
  Koeln_Darmstadt ( Koeln Darmstadt ) 1 2.00 UNLIMITED
  Koeln_Mannheim ( Koeln Mannheim ) 1 2.00 UNLIMITED
  Koeln_Kaiserslautern ( Koeln Kaiserslautern ) 1 2.00 UNLIMITED
  Koeln_Giessen ( Koeln Giessen ) 1 2.00 UNLIMITED
  Koeln_Trier ( Koeln Trier ) 1 5.00 UNLIMITED
  Koeln_Fulda ( Koeln Fulda ) 1 2.00 UNLIMITED
  Koeln_Saarbruecken ( Koeln Saarbruecken ) 1 2.00 UNLIMITED
  Koeln_Stuttgart ( Koeln Stuttgart ) 1 7.00 UNLIMITED
  Koeln_Karlsruhe ( Koeln Karlsruhe ) 1 2.00 UNLIMITED
  Koeln_Ulm ( Koeln Ulm ) 1 2.00 UNLIMITED
  Koeln_Konstanz ( Koeln Konstanz ) 1 2.00 UNLIMITED
  Koeln_Freiburg ( Koeln Freiburg ) 1 2.00 UNLIMITED
  Koeln_Muenchen ( Koeln Muenchen ) 1 3.00 UNLIMITED
  Koeln_Augsburg ( Koeln Augsburg ) 1 2.00 UNLIMITED
  Koeln_Kempten ( Koeln Kempten ) 1 2.00 UNLIMITED
  Koeln_Nuernberg ( Koeln Nuernberg ) 1 3.00 UNLIMITED
  Koeln_Bayreuth ( Koeln Bayreuth ) 1 2.00 UNLIMITED
  Koeln_Wuerzburg ( Koeln Wuerzburg ) 1 2.00 UNLIMITED
  Koeln_Regensburg ( Koeln Regensburg ) 1 2.00 UNLIMITED
  Dortmund_Aachen ( Dortmund Aachen ) 1 2.00 UNLIMITED
  Dortmund_Muenster ( Dortmund Muenster ) 1 6.00 UNLIMITED
  Dortmund_Koblenz ( Dortmund Koblenz ) 1 2.00 UNLIMITED
  Dortmund_Siegen ( Dortmund Siegen ) 1 5.00 UNLIMITED
  Dortmund_Wesel ( Dortmund Wesel ) 1 2.00 UNLIMITED
  Dortmund_Berlin ( Dortmund Berlin ) 1 2.00 UNLIMITED
  Dortmund_Leipzig ( Dortmund Leipzig ) 1 5.00 UNLIMITED
  Dortmund_Dresden ( Dortmund Dresden ) 1 2.00 UNLIMITED
  Dortmund_Erfurt ( Dortmund Erfurt ) 1 2.00 UNLIMITED
  Dortmund_Chemnitz ( Dortmund Chemnitz ) 1 2.00 UNLIMITED
  Dortmund_Schwerin ( Dortmund Schwerin ) 1 2.00 UNLIMITED
  Dortmund_Magdeburg ( Dortmund Magdeburg ) 1 2.00 UNLIMITED
  Dortmund_Greifswald ( Dortmund Greifswald ) 1 2.00 UNLIMITED
  Dortmund_Hamburg ( Dortmund Hamburg ) 1 3.00 UNLIMITED
  Dortmund_Bremen ( Dortmund Bremen ) 1 2.00 UNLIMITED
  Dortmund_Kiel ( Dortmund Kiel ) 1 2.00 UNLIMITED
  Dortmund_Oldenburg ( Dortmund Oldenburg ) 1 2.00 UNLIMITED
  Dortmund_Flensburg ( Dortmund Flensburg ) 1 2.00 UNLIMITED
  Dortmund_Bremerhaven ( Dortmund Bremerhaven ) 1 2.00 UNLIMITED
  Dortmund_Norden ( Dortmund Norden ) 1 2.00 UNLIMITED
  Dortmund_Hannover ( Dortmund Hannover ) 1 15.00 UNLIMITED
  Dortmund_Bielefeld ( Dortmund Bielefeld ) 1 8.00 UNLIMITED
  Dortmund_Braunschweig ( Dortmund Braunschweig ) 1 2.00 UNLIMITED
  Dortmund_Osnabrueck ( Dortmund Osnabrueck ) 1 2.00 UNLIMITED
  Dortmund_Kassel ( Dortmund Kassel ) 1 2.00 UNLIMITED
  Dortmund_Frankfurt ( Dortmund Frankfurt ) 1 6.00 UNLIMITED
  Dortmund_Darmstadt ( Dortmund Darmstadt ) 1 2.00 UNLIMITED
  Dortmund_Mannheim ( Dortmund Mannheim ) 1 2.00 UNLIMITED
  Dortmund_Giessen ( Dortmund Giessen ) 1 2.00 UNLIMITED
  Dortmund_Fulda ( Dortmund Fulda ) 1 2.00 UNLIMITED
  Dortmund_Saarbruecken ( Dortmund Saarbruecken ) 1 2.00 UNLIMITED
  Dortmund_Stuttgart ( Dortmund Stuttgart ) 1 2.00 UNLIMITED
  Dortmund_Karlsruhe ( Dortmund Karlsruhe ) 1 2.00 UNLIMITED
  Dortmund_Ulm ( Dortmund Ulm ) 1 2.00 UNLIMITED
  Dortmund_Freiburg ( Dortmund Freiburg ) 1 2.00 UNLIMITED
  Dortmund_Muenchen ( Dortmund Muenchen ) 1 2.00 UNLIMITED
  Dortmund_Augsburg ( Dortmund Augsburg ) 1 2.00 UNLIMITED
  Dortmund_Nuernberg ( Dortmund Nuernberg ) 1 2.00 UNLIMITED
  Dortmund_Wuerzburg ( Dortmund Wuerzburg ) 1 2.00 UNLIMITED
  Aachen_Muenster ( Aachen Muenster ) 1 2.00 UNLIMITED
  Aachen_Koblenz ( Aachen Koblenz ) 1 2.00 UNLIMITED
  Aachen_Wesel ( Aachen Wesel ) 1 2.00 UNLIMITED
  Aachen_Berlin ( Aachen Berlin ) 1 2.00 UNLIMITED
  Aachen_Dresden ( Aachen Dresden ) 1 2.00 UNLIMITED
  Aachen_Erfurt ( Aachen Erfurt ) 1 2.00 UNLIMITED
  Aachen_Hamburg ( Aachen Hamburg ) 1 2.00 UNLIMITED
  Aachen_Bremerhaven ( Aachen Bremerhaven ) 1 2.00 UNLIMITED
  Aachen_Norden ( Aachen Norden ) 1 2.00 UNLIMITED
  Aachen_Osnabrueck ( Aachen Osnabrueck ) 1 2.00 UNLIMITED
  Aachen_Frankfurt ( Aachen Frankfurt ) 1 3.00 UNLIMITED
  Aachen_Kaiserslautern ( Aachen Kaiserslautern ) 1 2.00 UNLIMITED
  Aachen_Trier ( Aachen Trier ) 1 2.00 UNLIMITED
  Aachen_Fulda ( Aachen Fulda ) 1 2.00 UNLIMITED
  Aachen_Saarbruecken ( Aachen Saarbruecken ) 1 2.00 UNLIMITED
  Aachen_Konstanz ( Aachen Konstanz ) 1 2.00 UNLIMITED
  Aachen_Freiburg ( Aachen Freiburg ) 1 3.00 UNLIMITED
  Aachen_Nuernberg ( Aachen Nuernberg ) 1 2.00 UNLIMITED
  Muenster_Siegen ( Muenster Siegen ) 1 2.00 UNLIMITED
  Muenster_Wesel ( Muenster Wesel ) 1 2.00 UNLIMITED
  Muenster_Berlin ( Muenster Berlin ) 1 2.00 UNLIMITED
  Muenster_Schwerin ( Muenster Schwerin ) 1 2.00 UNLIMITED
  Muenster_Hamburg ( Muenster Hamburg ) 1 2.00 UNLIMITED
  Muenster_Bremen ( Muenster Bremen ) 1 2.00 UNLIMITED
